Minnesota January-December Precipitation
Units: Inches
Missing: -99
Date,Value
197412,23.53
197512,27.98
197612,15.87
197712,33.93
197812,25.93
197912,28.39
198012,22.07
198112,28.05
198212,29.82
198312,29.13
198412,28.01
198512,30.69
198612,31.43
198712,22.09
198812,22.41
198912,22.47
199012,26.36
199112,32.20
199212,25.47
199312,31.44
199412,28.23
199512,29.51
199612,27.77
199712,25.20
199812,28.83
199912,29.67
200012,27.98
200112,29.28
200212,28.59
200312,22.20
200412,29.87
200512,31.60
200612,22.78
200712,29.21
200812,27.34
200912,26.38
201012,33.44
201112,24.35
201212,26.17
201312,29.01
201412,29.12
201512,29.46
201612,33.54
201712,28.30
201812,30.08
201912,35.65
202012,24.39
202112,23.57
202212,26.83
202312,24.04
