YEAR,state,ALLSKY_SFC_PAR_TOT,ALLSKY_SFC_SW_DIFF,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,ALLSKY_SRF_ALB,CLOUD_AMT,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,PS,QV2M,RH2M,T2MDEW,T2MWET,TOA_SW_DWN,TS,WD10M,WD2M,WS10M,WS2M
2015,New York,70.48,5.83,14.9,13.76,9.19,0.17,,0.15,62.58,97.46,19.31,0.7,0.65,0.68,96.79,6.47,84.12,3.76,5.23,27.11,6.46,261.31,271.31,2.4,0.35
2016,New York,70.32,5.39,15.32,13.69,9.21,0.18,,0.13,61.65,97.98,19.36,0.66,0.61,0.64,96.69,6.53,82.38,4.3,5.94,27.06,7.32,262.31,259.06,2.43,0.38
2017,New York,65.41,5.72,13.02,12.68,8.59,0.16,,0.14,66.69,97.09,19.2,0.75,0.69,0.72,96.65,6.65,85.38,4.59,5.92,27.09,7.02,253.81,266.62,2.44,0.36
2018,New York,64.38,5.78,11.97,12.45,8.51,0.17,,0.14,72.32,97.09,19.16,0.76,0.7,0.73,96.8,6.9,87.69,4.58,5.71,27.09,6.6,258.88,268.69,2.38,0.34
2019,New York,65.34,5.83,12.65,12.69,8.59,0.16,,0.15,68.55,96.84,19.17,0.81,0.76,0.77,96.7,6.53,86.69,4.12,5.33,27.09,6.38,260.19,266.81,2.41,0.34
2020,New York,68.61,5.83,13.46,13.32,9.0,0.18,,0.14,67.74,96.98,19.2,0.74,0.7,0.71,96.7,6.71,85.19,4.82,6.19,27.06,7.33,253.19,259.31,2.38,0.32
2021,New York,64.3,5.89,12.27,12.46,8.44,0.16,,0.13,69.46,96.18,19.02,0.75,0.7,0.72,96.7,7.02,86.88,5.12,6.35,27.1,7.33,265.12,277.62,2.25,0.31
2022,New York,69.93,5.93,14.12,13.59,9.16,0.18,,0.14,66.36,98.03,19.37,0.76,0.71,0.72,96.74,6.59,85.44,4.26,5.61,27.11,6.66,250.62,255.62,2.36,0.35
1981,Connecticut,,,,,,,,,,,,0.39,0.37,0.48,100.47,6.35,77.0,4.83,7.08,,9.44,288.69,295.06,2.63,0.67
1982,Connecticut,,,,,,,,,,,,0.48,0.45,0.55,100.76,6.53,80.06,5.25,7.15,,9.05,284.44,295.56,2.51,0.63
1983,Connecticut,,,,,,,,,,,,0.52,0.48,0.57,100.57,6.9,80.69,6.08,7.94,,9.84,303.69,317.31,2.54,0.66
1984,Connecticut,,,,13.56,,,,0.11,69.45,,18.99,0.55,0.5,0.59,100.69,7.02,83.06,6.27,7.84,27.79,9.51,291.69,303.5,2.46,0.63
1985,Connecticut,,,,14.45,,,,0.11,65.97,,19.41,0.38,0.36,0.48,100.64,6.53,77.5,5.23,7.4,27.83,9.73,280.06,289.25,2.58,0.67
1986,Connecticut,,,,14.17,,,,0.1,66.23,,19.39,0.44,0.41,0.52,100.69,6.59,79.44,5.46,7.43,27.83,9.51,285.69,295.19,2.53,0.65
1987,Connecticut,,,,13.75,,,,0.1,63.98,,19.21,0.49,0.45,0.55,100.59,6.77,81.81,5.83,7.58,27.83,9.45,306.94,313.81,2.53,0.66
1988,Connecticut,,,,14.25,,,,0.12,63.24,,19.44,0.43,0.41,0.51,100.61,6.65,78.75,5.37,7.42,27.79,9.57,268.81,277.94,2.55,0.66
1989,Connecticut,,,,13.49,,,,0.1,66.33,,19.31,0.54,0.5,0.62,100.72,6.96,82.12,5.65,7.26,27.84,9.01,282.38,293.75,2.52,0.65
1990,Connecticut,,,,13.54,,,,0.11,68.26,,19.21,0.5,0.47,0.58,100.7,7.26,81.81,7.08,8.77,27.84,10.48,262.44,273.19,2.57,0.64
1991,Connecticut,,,,14.07,,,,0.11,65.21,,19.16,0.45,0.43,0.53,100.7,7.02,78.88,6.58,8.62,27.84,10.71,285.88,295.44,2.52,0.63
1992,Connecticut,,,,13.96,,,,0.15,65.4,,19.55,0.45,0.42,0.54,100.69,6.41,79.38,5.13,7.06,27.8,9.09,288.81,299.0,2.52,0.65
1993,Connecticut,,,,14.15,,,,0.17,64.32,,19.21,0.47,0.43,0.52,100.68,6.65,79.12,5.59,7.62,27.83,9.73,293.62,306.94,2.56,0.66
1994,Connecticut,,,,14.2,,,,0.17,64.09,,19.01,0.47,0.43,0.53,100.72,6.84,80.56,5.67,7.54,27.83,9.47,280.38,295.5,2.58,0.64
1995,Connecticut,,,,14.23,,,,0.11,61.25,,19.51,0.43,0.41,0.49,100.57,6.59,77.62,5.48,7.72,27.83,10.04,278.0,288.62,2.55,0.65
1996,Connecticut,,,,13.39,,,,0.11,65.38,,19.45,0.52,0.48,0.59,100.61,6.77,82.81,5.83,7.44,27.79,9.11,275.31,289.5,2.58,0.66
1997,Connecticut,,,,14.42,,,,0.09,61.57,,19.52,0.46,0.43,0.52,100.46,6.41,77.94,5.27,7.42,27.83,9.69,282.88,287.5,2.66,0.7
1998,Connecticut,,,,14.08,,,,0.09,63.14,,19.43,0.48,0.45,0.54,100.51,7.2,80.12,7.05,8.95,27.84,10.87,289.69,305.81,2.48,0.63
1999,Connecticut,,,,14.55,,,,0.09,60.02,,19.53,0.39,0.37,0.46,100.63,6.84,75.19,6.12,8.58,27.84,11.1,280.56,292.88,2.62,0.66
2000,Connecticut,,,,13.41,,,,0.09,61.0,,19.49,0.39,0.37,0.48,100.62,6.65,78.38,5.52,7.55,27.8,9.72,291.94,299.88,2.61,0.67
2001,Connecticut,75.75,5.83,15.9,14.76,9.66,0.19,,0.13,57.55,97.61,19.24,0.35,0.34,0.43,100.65,6.77,76.25,6.07,8.42,27.85,10.73,278.75,289.56,2.47,0.63
2002,Connecticut,73.72,5.96,14.62,14.33,9.44,0.19,,0.12,62.47,97.22,19.12,0.33,0.31,0.42,100.63,6.77,75.19,6.08,8.58,27.85,11.13,267.81,276.5,2.59,0.65
2003,Connecticut,68.63,5.85,13.41,13.28,8.84,0.17,,0.12,63.51,97.09,19.06,0.46,0.43,0.55,100.56,7.08,81.81,6.09,7.77,27.84,9.53,281.44,294.81,2.58,0.66
2004,Connecticut,71.7,5.77,14.65,13.91,9.21,0.18,,0.12,57.63,97.36,19.12,0.44,0.41,0.52,100.68,7.02,80.62,6.17,7.98,27.8,9.88,286.12,298.62,2.54,0.65
2005,Connecticut,73.03,5.78,15.02,14.16,9.39,0.18,,0.13,56.09,97.97,19.23,0.49,0.45,0.54,100.56,7.2,80.5,6.55,8.45,27.83,10.41,290.62,305.5,2.52,0.65
2006,Connecticut,71.71,5.66,14.97,13.91,9.19,0.17,,0.12,56.09,97.25,19.09,0.55,0.5,0.61,100.49,7.57,82.69,7.63,9.21,27.83,10.87,276.88,286.06,2.55,0.66
2007,Connecticut,74.88,5.7,15.72,14.6,9.55,0.19,,0.12,54.88,97.41,19.17,0.44,0.41,0.49,100.62,6.96,78.88,6.11,8.15,27.83,10.3,279.19,287.44,2.54,0.65
2008,Connecticut,73.52,5.37,15.85,14.31,9.41,0.19,,0.12,54.53,97.49,19.18,0.47,0.44,0.55,100.6,7.14,80.44,6.64,8.48,27.79,10.4,271.81,283.44,2.48,0.66
2009,Connecticut,70.58,5.8,14.23,13.68,9.08,0.18,,0.12,59.42,97.43,19.15,0.48,0.45,0.57,100.6,7.02,81.88,6.33,8.0,27.83,9.74,294.0,301.81,2.52,0.66
2010,Connecticut,74.37,5.6,15.72,14.4,9.55,0.18,,0.12,54.77,98.73,19.33,0.46,0.43,0.52,100.26,7.26,78.75,6.78,8.84,27.83,10.98,298.19,307.56,2.68,0.68
2011,Connecticut,71.88,5.68,14.88,13.91,9.22,0.19,,0.12,57.85,97.45,19.09,0.5,0.47,0.59,100.52,7.63,83.12,7.54,9.1,27.84,10.7,263.5,277.44,2.48,0.65
2012,Connecticut,74.59,5.65,15.79,14.47,9.55,0.19,,0.12,56.47,97.7,19.15,0.41,0.39,0.5,100.55,7.45,78.5,7.52,9.59,27.8,11.77,269.94,281.62,2.44,0.64
2013,Connecticut,74.57,5.74,15.69,14.46,9.57,0.19,,0.13,56.27,98.52,19.32,0.39,0.37,0.48,100.68,7.14,78.62,6.2,8.22,27.84,10.32,274.5,288.31,2.53,0.66
2014,Connecticut,73.53,5.76,15.1,14.27,9.46,0.19,,0.12,57.95,98.62,19.37,0.43,0.4,0.51,100.61,6.77,79.0,5.69,7.69,27.84,9.78,276.75,290.19,2.53,0.65
2015,Connecticut,75.41,5.79,15.83,14.65,9.65,0.19,,0.13,55.42,98.33,19.29,0.41,0.39,0.48,100.73,7.14,79.75,6.32,8.32,27.85,10.37,273.12,290.56,2.49,0.64
2016,Connecticut,76.99,5.52,16.91,14.94,9.87,0.2,,0.12,53.18,99.28,19.43,0.38,0.36,0.45,100.61,7.08,76.06,6.51,8.87,27.8,11.31,278.56,289.31,2.56,0.66
2017,Connecticut,71.72,5.68,14.83,13.86,9.24,0.18,,0.12,58.1,98.62,19.31,0.41,0.39,0.5,100.59,7.26,79.12,6.76,8.74,27.83,10.83,272.75,288.94,2.56,0.66
2018,Connecticut,70.61,5.76,13.93,13.61,9.12,0.18,,0.12,63.39,98.37,19.2,0.5,0.47,0.59,100.73,7.69,83.06,7.3,8.87,27.83,10.55,274.12,289.56,2.53,0.65
2019,Connecticut,73.48,5.78,15.0,14.23,9.45,0.19,,0.12,62.27,98.64,19.32,0.52,0.47,0.57,100.64,7.2,80.88,6.65,8.47,27.83,10.4,276.25,288.56,2.54,0.66
2020,Connecticut,74.16,5.73,15.33,14.35,9.53,0.19,,0.11,60.41,98.56,19.3,0.44,0.41,0.51,100.64,7.39,78.56,7.26,9.34,27.79,11.5,259.88,274.94,2.57,0.66
2021,Connecticut,72.48,5.75,14.9,14.03,9.27,0.18,,0.12,60.91,97.81,19.16,0.47,0.44,0.55,100.6,7.63,80.62,7.51,9.32,27.84,11.22,288.69,302.69,2.48,0.66
2022,Connecticut,77.78,5.7,16.94,15.07,9.93,0.2,,0.12,55.95,99.55,19.47,0.41,0.39,0.5,100.68,7.26,77.56,6.78,8.94,27.85,11.21,265.62,278.69,2.61,0.67
1981,Rhode Island,,,,,,,,,,,,0.43,0.41,0.48,101.28,6.65,78.62,5.96,7.95,,10.45,282.69,287.94,3.85,2.05
1982,Rhode Island,,,,,,,,,,,,0.53,0.5,0.56,101.59,6.84,81.25,6.4,8.09,,10.33,280.0,286.12,3.77,2.03
1983,Rhode Island,,,,,,,,,,,,0.55,0.52,0.59,101.4,7.2,81.12,7.17,8.9,,11.19,286.25,293.81,3.79,2.05
1984,Rhode Island,,,,13.51,,,,0.11,68.46,,19.01,0.59,0.55,0.61,101.51,7.2,82.88,7.22,8.76,27.79,10.81,283.38,290.38,3.66,1.97
1985,Rhode Island,,,,14.56,,,,0.1,65.02,,19.38,0.43,0.41,0.5,101.47,6.77,78.38,6.19,8.17,27.83,10.75,275.62,281.31,3.79,2.04
1986,Rhode Island,,,,14.6,,,,0.09,63.21,,19.43,0.5,0.48,0.55,101.53,6.77,80.25,6.33,8.12,27.83,10.41,279.38,286.31,3.78,2.03
1987,Rhode Island,,,,14.07,,,,0.1,62.3,,19.28,0.55,0.51,0.57,101.42,6.9,82.06,6.56,8.19,27.83,10.32,300.88,306.25,3.76,2.02
1988,Rhode Island,,,,14.33,,,,0.11,60.76,,19.41,0.48,0.46,0.53,101.45,6.9,79.5,6.28,8.14,27.79,10.48,262.44,267.19,3.86,2.07
1989,Rhode Island,,,,13.88,,,,0.09,65.66,,19.34,0.57,0.54,0.62,101.55,7.02,81.88,6.36,7.96,27.84,10.17,273.44,279.88,3.75,2.02
1990,Rhode Island,,,,13.75,,,,0.09,67.01,,19.3,0.54,0.51,0.58,101.54,7.39,81.75,7.73,9.36,27.84,11.33,258.62,264.12,3.88,2.07
1991,Rhode Island,,,,14.22,,,,0.1,64.93,,19.19,0.5,0.48,0.55,101.53,7.26,80.0,7.4,9.23,27.84,11.43,276.31,281.88,3.79,2.02
1992,Rhode Island,,,,14.49,,,,0.15,63.71,,19.63,0.49,0.48,0.55,101.52,6.59,80.0,5.91,7.71,27.8,9.98,281.5,288.56,3.74,2.01
1993,Rhode Island,,,,14.05,,,,0.13,64.73,,19.37,0.52,0.48,0.55,101.51,6.9,80.06,6.51,8.33,27.83,10.55,283.06,290.44,3.8,2.02
1994,Rhode Island,,,,14.38,,,,0.15,64.11,,19.29,0.5,0.48,0.54,101.54,7.02,81.25,6.66,8.38,27.83,10.44,271.19,278.38,3.81,2.01
1995,Rhode Island,,,,14.46,,,,0.09,60.38,,19.52,0.45,0.44,0.49,101.4,6.84,78.81,6.4,8.37,27.83,10.75,275.44,282.75,3.75,1.98
1996,Rhode Island,,,,13.5,,,,0.08,64.89,,19.43,0.55,0.52,0.59,101.45,6.9,83.0,6.56,8.07,27.79,9.86,265.06,272.38,3.77,1.99
1997,Rhode Island,,,,14.74,,,,0.06,61.02,,19.71,0.52,0.49,0.55,101.28,6.77,79.19,6.33,8.24,27.83,10.62,272.5,276.81,3.95,2.13
1998,Rhode Island,,,,14.34,,,,0.07,61.73,,19.5,0.55,0.52,0.58,101.34,7.32,81.12,7.68,9.38,27.84,11.3,274.56,282.19,3.66,1.95
1999,Rhode Island,,,,14.77,,,,0.06,60.2,,19.52,0.44,0.42,0.48,101.47,7.2,77.31,7.23,9.33,27.84,11.81,266.81,274.56,3.88,2.06
2000,Rhode Island,,,,13.76,,,,0.06,60.56,,19.58,0.45,0.44,0.52,101.45,6.9,79.75,6.5,8.31,27.8,10.69,281.5,288.0,3.84,2.06
2001,Rhode Island,77.52,5.81,16.38,15.1,9.88,0.19,,0.11,60.24,97.75,19.24,0.41,0.4,0.47,101.48,7.14,78.44,7.15,9.15,27.85,11.38,268.62,274.62,3.63,1.94
2002,Rhode Island,74.8,5.86,15.18,14.55,9.55,0.19,,0.1,64.14,97.31,19.13,0.4,0.38,0.46,101.46,7.14,77.75,7.19,9.26,27.85,11.72,261.25,267.19,3.9,2.08
2003,Rhode Island,70.55,5.88,13.94,13.65,9.07,0.17,,0.11,65.26,97.46,19.1,0.52,0.49,0.56,101.4,7.2,82.25,6.74,8.31,27.84,10.31,272.75,280.88,3.85,2.05
2004,Rhode Island,72.94,5.66,15.27,14.15,9.35,0.18,,0.1,58.76,97.82,19.18,0.48,0.46,0.55,101.52,7.08,81.88,6.78,8.39,27.8,10.49,277.06,285.62,3.78,2.02
2005,Rhode Island,75.02,5.68,15.87,14.56,9.61,0.19,,0.11,57.85,98.37,19.27,0.55,0.52,0.57,101.4,7.39,82.44,7.35,8.94,27.83,10.95,276.94,286.06,3.73,1.98
2006,Rhode Island,72.71,5.63,15.29,14.1,9.31,0.18,,0.1,57.2,97.46,19.1,0.58,0.55,0.62,101.33,7.69,82.81,8.26,9.77,27.83,11.67,265.38,271.69,3.81,2.05
2007,Rhode Island,76.42,5.67,16.35,14.91,9.73,0.19,,0.1,56.13,97.66,19.19,0.48,0.45,0.51,101.45,7.14,79.69,6.88,8.73,27.83,11.13,268.81,274.0,3.85,2.06
2008,Rhode Island,75.23,5.27,16.51,14.65,9.61,0.19,,0.1,55.6,97.95,19.23,0.51,0.48,0.55,101.44,7.32,80.69,7.44,9.17,27.79,11.37,258.69,264.88,3.8,2.05
2009,Rhode Island,71.56,5.72,14.65,13.88,9.2,0.18,,0.1,61.16,97.8,19.18,0.54,0.52,0.59,101.43,7.2,82.31,7.1,8.66,27.83,10.73,279.19,286.38,3.77,2.04
2010,Rhode Island,76.68,5.54,16.51,14.86,9.81,0.19,,0.1,55.94,98.76,19.3,0.52,0.49,0.55,101.07,7.57,80.44,7.67,9.47,27.83,11.68,282.69,288.19,3.9,2.09
2011,Rhode Island,74.15,5.72,15.56,14.34,9.48,0.19,,0.1,58.88,97.81,19.12,0.52,0.5,0.58,101.36,7.75,82.12,8.15,9.74,27.84,11.65,254.06,260.69,3.67,1.96
2012,Rhode Island,75.96,5.59,16.37,14.72,9.7,0.19,,0.1,57.76,98.15,19.19,0.45,0.44,0.52,101.38,7.69,79.19,8.4,10.32,27.8,12.7,262.19,268.94,3.64,1.98
2013,Rhode Island,76.27,5.67,16.23,14.79,9.77,0.19,,0.11,58.88,98.87,19.35,0.44,0.42,0.5,101.51,7.39,79.75,7.24,9.07,27.84,11.39,267.75,274.88,3.8,2.04
2014,Rhode Island,75.8,5.65,15.99,14.71,9.73,0.19,,0.1,59.8,99.16,19.42,0.48,0.45,0.52,101.45,7.14,80.06,6.84,8.65,27.84,10.96,266.62,274.69,3.76,2.02
2015,Rhode Island,76.67,5.76,16.13,14.87,9.8,0.19,,0.1,58.27,98.8,19.34,0.48,0.46,0.52,101.57,7.51,81.19,7.42,9.15,27.85,11.28,267.94,277.56,3.71,1.97
2016,Rhode Island,78.82,5.34,17.8,15.3,10.07,0.2,,0.1,54.35,99.7,19.48,0.47,0.45,0.51,101.44,7.45,78.88,7.67,9.62,27.8,12.04,272.19,279.19,3.84,2.07
2017,Rhode Island,73.09,5.57,15.43,14.13,9.41,0.19,,0.1,59.72,99.07,19.36,0.52,0.48,0.55,101.43,7.51,81.12,7.7,9.39,27.83,11.61,265.5,272.75,3.85,2.07
2018,Rhode Island,72.8,5.76,14.7,14.03,9.38,0.19,,0.1,65.12,98.9,19.27,0.57,0.54,0.6,101.57,7.75,83.12,7.94,9.44,27.83,11.46,266.12,273.88,3.86,2.09
2019,Rhode Island,75.05,5.74,15.62,14.54,9.64,0.19,,0.1,64.92,99.09,19.37,0.59,0.55,0.61,101.47,7.45,81.62,7.44,9.09,27.83,11.28,267.12,274.06,3.84,2.08
2020,Rhode Island,76.11,5.77,15.88,14.72,9.77,0.2,,0.1,62.63,98.96,19.33,0.49,0.47,0.52,101.48,7.69,79.88,8.17,10.01,27.79,12.25,256.06,263.31,3.85,2.06
2021,Rhode Island,75.3,5.68,15.89,14.57,9.62,0.19,,0.1,63.07,98.53,19.25,0.52,0.48,0.57,101.42,7.81,80.69,8.25,9.98,27.84,12.18,276.69,283.69,3.65,1.98
2022,Rhode Island,78.68,5.6,17.27,15.22,10.05,0.2,,0.1,59.7,100.12,19.53,0.46,0.45,0.52,101.51,7.69,79.25,7.96,9.87,27.85,12.24,259.25,266.19,3.84,2.06
1981,Massachusetts,,,,,,,,,,,,0.46,0.44,0.53,98.98,5.98,78.75,3.47,5.55,,7.52,286.38,289.75,2.29,0.17
1982,Massachusetts,,,,,,,,,,,,0.54,0.51,0.59,99.27,6.1,81.81,3.53,5.27,,6.9,282.19,290.56,2.2,0.16
1983,Massachusetts,,,,,,,,,,,,0.55,0.52,0.6,99.12,6.35,81.06,4.37,6.21,,7.91,297.0,322.94,2.2,0.17
1984,Massachusetts,,,,13.53,,,,0.13,68.23,,18.79,0.6,0.55,0.63,99.22,6.41,83.31,4.47,6.05,27.42,7.51,289.0,304.19,2.13,0.16
1985,Massachusetts,,,,13.97,,,,0.09,68.21,,19.29,0.45,0.42,0.53,99.14,5.92,78.0,3.32,5.45,27.46,7.44,280.06,282.81,2.27,0.18
1986,Massachusetts,,,,13.73,,,,0.09,64.27,,19.21,0.52,0.48,0.59,99.21,6.1,81.75,3.77,5.51,27.46,7.11,281.75,290.12,2.19,0.16
1987,Massachusetts,,,,13.58,,,,0.11,64.94,,19.06,0.55,0.52,0.6,99.13,6.23,83.56,4.12,5.74,27.46,7.24,301.69,318.75,2.2,0.16
1988,Massachusetts,,,,13.73,,,,0.1,63.42,,19.2,0.49,0.47,0.56,99.12,6.16,79.69,3.74,5.68,27.43,7.48,273.62,280.88,2.24,0.16
1989,Massachusetts,,,,13.63,,,,0.1,65.66,,19.17,0.55,0.52,0.62,99.23,6.35,81.38,3.74,5.43,27.48,6.98,277.12,286.94,2.2,0.16
1990,Massachusetts,,,,13.37,,,,0.11,67.9,,19.07,0.57,0.53,0.62,99.22,6.65,82.06,5.36,7.02,27.48,8.59,266.56,270.25,2.26,0.16
1991,Massachusetts,,,,13.93,,,,0.12,66.38,,19.08,0.55,0.51,0.6,99.23,6.53,80.5,4.94,6.8,27.48,8.58,286.62,293.62,2.2,0.16
1992,Massachusetts,,,,13.92,,,,0.16,66.31,,19.42,0.52,0.48,0.59,99.21,5.86,79.88,3.38,5.27,27.43,7.06,282.5,291.44,2.19,0.16
1993,Massachusetts,,,,13.74,,,,0.16,65.8,,19.15,0.52,0.48,0.57,99.22,6.1,80.19,3.83,5.79,27.47,7.62,288.38,308.12,2.2,0.16
1994,Massachusetts,,,,14.04,,,,0.17,66.34,,19.06,0.53,0.49,0.59,99.23,6.35,81.44,4.06,5.86,27.46,7.55,278.38,292.94,2.27,0.16
1995,Massachusetts,,,,13.88,,,,0.09,60.44,,19.31,0.51,0.48,0.55,99.09,6.04,78.62,3.8,5.98,27.46,8.04,280.5,287.81,2.2,0.16
1996,Massachusetts,,,,13.33,,,,0.1,65.81,,19.26,0.62,0.57,0.65,99.14,6.29,83.19,4.24,5.83,27.42,7.27,279.31,289.06,2.23,0.18
1997,Massachusetts,,,,14.14,,,,0.09,63.38,,19.47,0.53,0.49,0.57,98.97,5.86,79.25,3.58,5.6,27.46,7.51,283.62,281.38,2.3,0.18
1998,Massachusetts,,,,13.64,,,,0.09,64.19,,19.23,0.52,0.49,0.58,99.05,6.71,80.56,5.58,7.44,27.47,9.19,292.0,323.56,2.13,0.16
1999,Massachusetts,,,,14.42,,,,0.09,60.91,,19.27,0.46,0.44,0.52,99.17,6.29,75.19,4.48,6.98,27.48,9.33,285.25,302.69,2.27,0.17
2000,Massachusetts,,,,13.1,,,,0.09,63.03,,19.3,0.48,0.46,0.56,99.15,6.23,80.19,4.01,5.85,27.44,7.55,290.5,294.56,2.27,0.17
2001,Massachusetts,74.36,5.88,15.91,14.49,9.51,0.18,,0.13,57.74,97.54,19.22,0.41,0.4,0.48,99.18,6.23,76.75,4.36,6.73,27.48,8.91,286.38,297.25,2.13,0.17
2002,Massachusetts,72.25,5.78,15.17,14.07,9.24,0.18,,0.13,61.94,96.88,19.08,0.39,0.38,0.48,99.15,6.23,75.38,4.34,6.83,27.48,9.23,277.38,271.81,2.26,0.16
2003,Massachusetts,67.8,5.65,14.17,13.15,8.73,0.16,,0.14,63.03,96.88,19.06,0.53,0.5,0.59,99.09,6.53,83.62,4.34,5.92,27.47,7.36,281.19,289.62,2.17,0.16
2004,Massachusetts,69.82,5.6,15.09,13.56,8.97,0.17,,0.12,59.18,97.23,19.12,0.51,0.48,0.58,99.21,6.41,80.56,4.4,6.2,27.43,7.9,286.62,297.56,2.2,0.16
2005,Massachusetts,70.73,5.49,15.52,13.72,9.09,0.17,,0.14,57.65,97.77,19.18,0.58,0.53,0.61,99.1,6.77,82.31,5.04,6.76,27.47,8.3,294.62,311.31,2.13,0.16
2006,Massachusetts,69.28,5.57,14.88,13.44,8.89,0.16,,0.12,58.74,96.77,19.01,0.61,0.56,0.65,99.03,7.02,82.94,6.05,7.62,27.47,9.11,281.5,284.69,2.2,0.16
2007,Massachusetts,72.58,5.6,16.03,14.15,9.27,0.18,,0.13,56.69,97.12,19.13,0.5,0.47,0.55,99.13,6.41,79.94,4.37,6.34,27.46,8.19,286.0,290.81,2.2,0.17
2008,Massachusetts,70.8,5.3,15.65,13.79,9.07,0.17,,0.13,56.16,96.76,19.05,0.56,0.52,0.62,99.13,6.65,82.38,5.02,6.69,27.42,8.22,276.38,285.31,2.13,0.16
2009,Massachusetts,69.17,5.61,14.81,13.45,8.88,0.17,,0.13,59.93,96.9,19.08,0.58,0.54,0.63,99.13,6.53,83.44,4.7,6.25,27.46,7.66,289.06,290.19,2.16,0.16
2010,Massachusetts,72.77,5.56,15.87,14.1,9.35,0.18,,0.13,56.34,98.04,19.21,0.52,0.48,0.56,98.8,6.71,78.81,5.26,7.33,27.47,9.32,300.44,318.12,2.31,0.16
2011,Massachusetts,69.53,5.53,14.98,13.45,8.94,0.17,,0.13,58.61,96.95,19.0,0.59,0.55,0.64,99.06,7.08,84.88,5.87,7.3,27.47,8.59,276.75,286.94,2.12,0.16
2012,Massachusetts,72.77,5.51,16.03,14.12,9.32,0.18,,0.12,56.77,97.2,19.06,0.49,0.46,0.55,99.09,6.84,78.88,5.85,7.9,27.43,9.87,277.19,282.25,2.07,0.16
2013,Massachusetts,72.95,5.69,15.84,14.17,9.37,0.18,,0.14,57.45,97.95,19.23,0.48,0.45,0.55,99.2,6.65,79.88,4.61,6.5,27.48,8.24,277.81,295.38,2.17,0.17
2014,Massachusetts,71.84,5.65,15.42,13.95,9.24,0.18,,0.13,59.16,97.98,19.26,0.5,0.48,0.57,99.14,6.35,80.94,4.23,6.04,27.48,7.73,277.06,284.5,2.19,0.16
2015,Massachusetts,73.69,5.77,16.09,14.32,9.45,0.18,,0.14,56.39,98.1,19.27,0.48,0.45,0.54,99.25,6.47,79.5,4.43,6.48,27.48,8.42,277.88,293.44,2.17,0.16
2016,Massachusetts,74.57,5.3,17.12,14.5,9.56,0.19,,0.12,54.68,98.5,19.32,0.44,0.42,0.5,99.14,6.41,75.81,4.74,7.16,27.43,9.45,279.94,280.62,2.22,0.17
2017,Massachusetts,70.05,5.48,15.3,13.57,9.01,0.17,,0.12,58.98,98.08,19.24,0.5,0.48,0.57,99.13,6.71,80.5,5.14,6.99,27.47,8.69,273.44,287.88,2.22,0.17
2018,Massachusetts,69.61,5.81,14.06,13.44,9.0,0.18,,0.12,65.02,98.12,19.19,0.56,0.52,0.62,99.26,7.02,83.06,5.51,7.09,27.47,8.58,278.19,290.62,2.16,0.16
2019,Massachusetts,71.45,5.68,15.08,13.86,9.2,0.18,,0.12,62.19,98.05,19.25,0.56,0.52,0.6,99.16,6.53,80.69,4.68,6.55,27.47,8.28,278.31,278.0,2.2,0.16
2020,Massachusetts,73.18,5.8,15.26,14.18,9.42,0.18,,0.12,61.11,98.09,19.24,0.48,0.45,0.54,99.17,6.59,77.62,5.24,7.46,27.43,9.56,269.31,283.88,2.22,0.16
2021,Massachusetts,70.24,5.75,14.63,13.61,9.0,0.17,,0.12,63.05,97.23,19.06,0.54,0.51,0.61,99.13,7.14,81.75,5.94,7.64,27.47,9.21,287.56,300.75,2.13,0.16
2022,Massachusetts,75.84,5.66,16.8,14.71,9.7,0.19,,0.12,57.42,98.98,19.39,0.48,0.46,0.55,99.2,6.59,77.0,4.96,7.23,27.48,9.37,270.62,276.62,2.25,0.17
1981,Vermont,,,,,,,,,,,,0.69,0.55,0.59,96.19,5.74,86.31,1.97,3.23,,4.15,275.56,279.44,2.3,0.28
1982,Vermont,,,,,,,,,,,,0.73,0.57,0.62,96.45,5.55,86.62,1.47,2.7,,3.67,262.69,270.44,2.34,0.28
1983,Vermont,,,,,,,,,,,,0.75,0.59,0.63,96.35,5.86,86.69,2.28,3.5,,4.44,276.31,306.81,2.29,0.28
1984,Vermont,,,,13.39,,,,0.15,69.25,,18.84,0.8,0.63,0.67,96.43,5.8,87.12,2.28,3.46,26.67,4.37,270.25,285.38,2.23,0.27
1985,Vermont,,,,13.17,,,,0.1,70.06,,19.14,0.73,0.57,0.61,96.34,5.43,85.38,1.44,2.76,26.71,3.84,267.94,275.25,2.35,0.3
1986,Vermont,,,,13.1,,,,0.11,68.57,,19.1,0.76,0.59,0.63,96.4,5.68,87.44,1.88,3.05,26.71,3.98,259.75,270.75,2.22,0.26
1987,Vermont,,,,13.36,,,,0.13,67.45,,18.91,0.74,0.58,0.62,96.36,5.8,87.56,2.19,3.37,26.71,4.21,285.0,311.31,2.23,0.27
1988,Vermont,,,,12.71,,,,0.14,71.45,,18.98,0.7,0.55,0.6,96.3,5.74,85.88,1.91,3.19,26.67,4.19,260.75,262.56,2.34,0.27
