Oklahoma January-December Average Temperature
Units: Degrees Fahrenheit
Base Period: 1974-2023
Missing: -99
Date,Value,Anomaly
197412,59.6,-0.4
197512,58.7,-1.3
197612,58.6,-1.4
197712,60.7,0.7
197812,58.5,-1.5
197912,57.4,-2.6
198012,60.5,0.5
198112,60.5,0.5
198212,59.0,-1.0
198312,58.0,-2.0
198412,59.4,-0.6
198512,58.7,-1.3
198612,60.8,0.8
198712,59.6,-0.4
198812,59.2,-0.8
198912,58.1,-1.9
199012,60.7,0.7
199112,60.3,0.3
199212,59.3,-0.7
199312,58.1,-1.9
199412,59.7,-0.3
199512,59.4,-0.6
199612,59.0,-1.0
199712,58.7,-1.3
199812,62.1,2.1
199912,61.3,1.3
200012,60.3,0.3
200112,60.8,0.8
200212,59.4,-0.6
200312,59.9,-0.1
200412,60.2,0.2
200512,60.8,0.8
200612,62.2,2.2
200712,60.1,0.1
200812,59.6,-0.4
200912,59.4,-0.6
201012,60.3,0.3
201112,61.6,1.6
201212,63.2,3.2
201312,58.8,-1.2
201412,58.9,-1.1
201512,60.8,0.8
201612,62.3,2.3
201712,61.8,1.8
201812,60.2,0.2
201912,59.9,-0.1
202012,60.7,0.7
202112,60.8,0.8
202212,60.9,0.9
202312,61.8,1.8
